Site,Date,Tmin,Tmax,Taverage,Rh_min,Rh_max,Rh_average,Wind,Precipitations,Rg,Ri_PAR_f
PR,2016-12-05,23.7,34.5,28.1,59.0,99.0,87.0,0.0,0.0,14.6,7.008
PR,2016-12-06,23.1,34.6,27.6,55.0,99.0,87.3,0.0,0.0,15.8,7.584
PR,2016-12-07,22.9,34.1,27.4,60.0,99.0,87.5,0.1,0.0,15.4,7.3919999999999995
PR,2016-12-08,23.1,34.6,27.3,63.0,99.0,88.2,0.1,1.77,16.3,7.824
PR,2016-12-09,21.6,33.4,26.9,67.0,99.0,87.0,0.0,0.0,17.1,8.208
PR,2016-12-10,22.8,33.7,26.8,69.0,99.0,90.9,0.1,0.0,13.8,6.624
PR,2016-12-11,22.8,34.5,26.8,62.0,100.0,90.3,0.1,0.0,15.1,7.247999999999999
PR,2016-12-12,23.4,33.8,26.9,69.0,98.0,90.0,0.1,0.0,14.0,6.72
PR,2016-12-13,22.4,34.3,27.4,66.0,99.0,88.3,0.0,0.0,14.7,7.055999999999999
PR,2016-12-14,23.6,35.1,28.0,59.0,99.0,87.2,0.0,0.0,14.2,6.816
PR,2016-12-15,23.4,32.9,26.9,74.0,99.0,91.8,0.2,0.0,11.4,5.4719999999999995
PR,2016-12-16,22.8,32.8,27.1,72.0,99.0,90.1,0.0,0.0,11.9,5.712
PR,2016-12-17,22.7,34.6,27.4,60.0,99.0,87.6,0.0,0.0,14.5,6.96
PR,2016-12-18,23.3,34.2,27.2,56.0,99.0,88.9,0.1,0.0,13.0,6.24
PR,2016-12-19,22.6,34.6,27.4,61.0,99.0,87.6,0.1,0.0,15.2,7.295999999999999
PR,2016-12-20,23.1,35.3,28.0,60.0,99.0,86.4,0.1,0.0,15.8,7.584
PR,2016-12-21,23.3,35.2,27.6,47.0,99.0,85.5,0.1,0.0,14.8,7.104
PR,2016-12-22,23.2,33.8,27.2,62.0,99.0,89.0,0.2,0.0,13.1,6.287999999999999
PR,2016-12-23,21.4,34.8,27.0,60.0,99.0,88.0,0.1,0.0,13.5,6.4799999999999995
PR,2016-12-24,23.4,33.3,27.1,63.0,99.0,89.4,0.20691121139835403,0.0,10.3,4.944
PR,2016-12-25,23.2,34.7,27.3,54.0,99.0,86.3,0.20691121139835403,0.0,13.2,6.335999999999999
PR,2016-12-26,21.8,31.4,25.5,34.0,98.0,74.1,0.20691121139835403,0.0,12.0,5.76
PR,2016-12-27,19.0,32.9,24.8,31.0,95.0,70.9,0.4,0.0,13.1,6.287999999999999
PR,2016-12-28,18.8,33.7,24.8,27.0,98.0,71.4,0.2,0.0,14.2,6.816
PR,2016-12-29,17.7,33.4,24.3,26.0,97.0,71.9,0.3,0.0,14.0,6.72
PR,2016-12-30,18.1,34.8,24.7,27.0,97.0,74.0,0.0,0.0,13.6,6.528
PR,2016-12-31,17.9,34.9,24.6,33.0,98.0,78.3,0.0,0.0,13.1,6.287999999999999
PR,2017-01-01,17.6,34.9,24.6,28.0,100.0,77.6,0.1,0.0,14.4,6.912
PR,2017-01-02,16.8,35.2,24.3,25.0,98.0,73.1,0.20691121139835403,0.0,15.5,7.4399999999999995
PR,2017-01-03,16.5,35.7,24.6,25.0,97.0,71.4,0.3,0.0,15.7,7.536
PR,2017-01-04,16.1,36.0,24.4,24.0,97.0,70.5,0.1,0.0,15.4,7.3919999999999995
PR,2017-01-05,17.3,34.3,24.6,40.0,97.0,78.3,0.2,0.0,14.4,6.912
PR,2017-01-06,19.8,33.6,26.3,62.0,99.0,85.8,0.1,0.0,13.2,6.335999999999999
PR,2017-01-07,21.8,33.1,26.7,64.0,99.0,87.4,0.1,0.0,11.0,5.279999999999999
PR,2017-01-08,21.9,34.1,27.4,62.0,99.0,86.1,0.1,0.0,12.4,5.952
PR,2017-01-09,20.3,35.3,26.7,39.0,99.0,78.9,0.1,0.0,14.7,7.055999999999999
PR,2017-01-10,18.8,33.0,25.1,64.0,99.0,87.4,0.1,0.0,11.8,5.664
PR,2017-01-11,22.1,33.6,27.0,58.0,99.0,85.1,1.8,0.0,12.0,5.76
PR,2017-01-12,21.7,34.9,27.3,55.0,99.0,84.2,0.2,0.0,14.2,6.816
PR,2017-01-13,22.3,32.3,26.5,72.0,97.0,88.3,0.2,0.0,9.9,4.752
PR,2017-01-14,22.9,33.9,27.2,38.0,99.0,77.4,0.1,0.0,14.3,6.864
PR,2017-01-15,21.8,34.5,27.1,60.0,97.0,83.7,0.2,0.0,12.0,5.76
PR,2017-01-16,21.1,34.5,27.0,55.0,98.0,84.5,0.3,0.0,13.4,6.4319999999999995
PR,2017-01-17,22.4,33.8,27.1,66.0,99.0,87.8,0.4,0.0,12.5,6.0
PR,2017-01-18,22.9,33.7,27.5,69.0,99.0,88.9,0.2,0.0,11.0,5.279999999999999
PR,2017-01-19,23.2,35.2,27.3,59.0,99.0,87.3,0.3,0.0,13.8,6.624
PR,2017-01-20,22.1,35.3,27.5,62.0,98.0,87.1,0.3,0.0,13.9,6.672
PR,2017-01-21,23.1,36.1,28.0,57.0,99.0,86.3,0.3,0.0,14.5,6.96
PR,2017-01-22,23.6,35.1,27.8,65.0,99.0,87.4,0.3,0.0,13.2,6.335999999999999
PR,2017-01-23,23.4,33.8,26.9,68.0,99.0,89.4,0.2,0.0,11.5,5.52
PR,2017-01-24,23.0,33.7,27.2,66.0,98.0,85.9,0.2,0.0,15.3,7.344
PR,2017-01-25,21.3,35.1,27.4,51.0,99.0,82.4,0.3,0.0,19.0,9.12
PR,2017-01-26,22.9,34.1,27.4,60.0,98.0,84.8,0.2,0.0,15.3,7.344
PR,2017-01-27,22.3,35.7,27.9,60.0,99.0,84.6,0.3,0.0,16.0,7.68
PR,2017-01-28,23.3,35.5,28.1,61.0,99.0,86.5,0.4,0.0,16.6,7.968
PR,2017-01-29,23.2,35.8,27.9,58.0,99.0,86.0,0.3,0.0,13.5,6.4799999999999995
PR,2017-01-30,23.2,35.2,27.6,60.0,99.0,88.0,0.3,13.23,13.0,6.24
PR,2017-01-31,24.1,34.1,27.3,65.0,99.0,89.8,0.2,0.67,12.7,6.095999999999999
PR,2017-02-01,22.9,33.8,27.3,62.0,99.0,87.5,0.2,0.0,13.3,6.384
PR,2017-02-02,22.7,33.6,27.1,66.0,99.0,88.0,0.3,0.0,14.0,6.72
PR,2017-02-03,22.8,33.7,27.3,63.0,99.0,87.9,0.3,0.0,13.8,6.624
PR,2017-02-04,22.9,36.1,28.3,55.0,99.0,83.6,0.2,0.0,16.3,7.824
PR,2017-02-05,24.2,35.5,28.5,55.0,99.0,84.5,0.2,0.0,14.2,6.816
PR,2017-02-06,23.2,35.7,28.2,58.0,99.0,86.1,0.2,0.0,14.7,7.055999999999999
PR,2017-02-07,24.3,33.7,28.1,69.0,99.0,87.7,0.2,0.0,13.3,6.384
PR,2017-02-08,23.7,32.3,27.3,73.0,99.0,90.3,0.1,0.43,11.3,5.424
PR,2017-02-09,23.4,35.2,28.1,60.0,99.0,88.1,0.2,4.5,16.2,7.776
PR,2017-02-10,25.2,33.6,28.1,69.0,99.0,89.7,0.1,0.0,12.5,6.0
PR,2017-02-11,24.0,34.2,28.1,68.0,99.0,87.8,0.2,0.0,12.3,5.904
PR,2017-02-12,24.3,35.4,28.6,61.0,99.0,86.9,0.1,0.0,12.9,6.192
PR,2017-02-13,24.2,34.6,28.1,61.0,99.0,86.4,0.2,0.0,14.3,6.864
PR,2017-02-14,23.4,36.7,28.4,38.0,99.0,78.1,0.1,0.0,18.4,8.831999999999999
PR,2017-02-15,22.5,35.7,28.1,50.0,99.0,81.4,0.2,0.0,16.4,7.871999999999999
PR,2017-02-16,23.1,36.4,27.9,35.0,98.0,80.0,0.1,0.0,15.1,7.247999999999999
PR,2017-02-17,21.7,36.9,27.6,17.0,97.0,68.0,0.1,0.0,16.8,8.064
PR,2017-02-18,20.2,36.3,26.4,14.0,95.0,60.1,0.2,0.0,15.5,7.4399999999999995
PR,2017-02-19,18.2,36.7,26.2,16.0,94.0,59.5,0.1,0.0,16.4,7.871999999999999
PR,2017-02-20,20.4,35.8,27.3,39.0,92.0,70.7,0.2,0.0,14.7,7.055999999999999
PR,2017-02-21,21.8,37.2,28.3,37.0,98.0,77.1,0.1,0.0,17.1,8.208
PR,2017-02-22,22.6,36.6,28.6,47.0,98.0,80.7,0.3,0.0,16.7,8.016
PR,2017-02-23,22.9,36.9,28.6,46.0,99.0,81.3,0.3,0.0,15.4,7.3919999999999995
PR,2017-02-24,23.3,36.9,29.0,47.0,97.0,81.0,0.4,0.0,17.2,8.256
PR,2017-02-25,24.4,36.6,29.3,54.0,98.0,82.3,0.3,0.0,13.4,6.4319999999999995
PR,2017-02-26,24.7,35.5,28.1,62.0,98.0,85.7,0.2,0.0,14.2,6.816
PR,2017-02-27,23.2,35.3,27.2,64.0,99.0,90.5,0.2,4.47,12.5,6.0
PR,2017-02-28,22.1,36.0,27.0,60.0,99.0,88.3,0.5,15.13,15.9,7.632
PR,2017-03-01,21.9,34.9,27.2,66.0,99.0,88.4,0.2,0.0,16.6,7.968
PR,2017-03-02,24.8,36.2,28.9,57.0,99.0,85.8,0.3,0.0,16.1,7.728000000000001
PR,2017-03-03,23.3,36.1,27.0,59.0,99.0,89.9,0.2,7.63,14.8,7.104
PR,2017-03-04,22.7,35.1,27.8,64.0,99.0,86.4,0.2,1.67,18.9,9.072
PR,2017-03-05,23.7,35.9,29.0,63.0,99.0,84.9,0.4,0.0,21.8,10.464
PR,2017-03-06,22.1,35.6,27.0,61.0,99.0,88.0,0.5,36.4,18.0,8.64
PR,2017-03-07,23.2,35.3,28.1,59.0,99.0,85.8,0.1,6.0,20.1,9.648
PR,2017-03-08,24.3,35.4,28.6,62.0,97.0,84.2,0.2,0.0,18.6,8.928
PR,2017-03-09,22.9,33.4,26.5,70.0,99.0,90.6,0.2,4.13,14.8,7.104
PR,2017-03-10,23.0,34.1,27.2,65.0,99.0,89.2,0.0,0.0,16.3,7.824
PR,2017-03-11,23.2,33.1,25.7,72.0,99.0,93.3,0.2,0.0,11.9,5.712
PR,2017-03-12,23.3,33.1,27.3,70.0,99.0,88.4,0.1,0.0,15.4,7.3919999999999995
PR,2017-03-13,22.3,34.2,27.0,68.0,98.0,87.3,0.3,7.07,17.9,8.591999999999999
PR,2017-03-14,21.0,31.6,24.8,78.0,99.0,93.9,0.20691121139835403,8.0,10.0,4.8
PR,2017-03-15,23.1,34.8,27.9,65.0,99.0,87.7,0.1,0.0,18.6,8.928
PR,2017-03-16,23.0,36.2,28.4,55.0,99.0,84.7,0.2,0.0,20.9,10.031999999999998
PR,2017-03-17,23.8,35.9,28.2,57.0,99.0,86.4,0.3,0.0,20.2,9.696
PR,2017-03-18,23.3,35.1,28.4,65.0,99.0,86.8,0.3,0.0,18.8,9.024
PR,2017-03-19,23.9,34.7,27.9,68.0,99.0,87.5,0.3,0.0,17.4,8.351999999999999
PR,2017-03-20,23.4,34.7,27.7,66.0,98.0,85.5,0.3,0.0,18.5,8.879999999999999
PR,2017-03-21,23.1,33.4,27.9,73.0,98.0,88.0,0.3,0.0,15.0,7.199999999999999
PR,2017-03-22,24.2,29.4,26.3,86.0,98.0,94.7,0.8,0.0,4.2,2.016
PR,2017-03-23,22.3,33.9,27.2,63.0,99.0,86.6,0.20691121139835403,0.0,16.1,7.728000000000001
PR,2017-03-24,23.8,33.8,27.7,66.0,99.0,87.6,0.1,0.0,16.7,8.016
PR,2017-03-25,23.2,36.0,28.9,60.0,99.0,84.4,0.2,0.0,19.1,9.168000000000001
PR,2017-03-26,23.3,35.4,28.6,61.0,99.0,85.3,0.3,0.0,18.2,8.735999999999999
PR,2017-03-27,24.5,34.2,28.3,70.0,98.0,88.3,0.2,0.0,14.3,6.864
PR,2017-03-28,24.8,34.9,28.9,66.0,98.0,85.6,0.1,0.0,15.8,7.584
PR,2017-03-29,23.7,36.6,29.4,61.0,98.0,83.3,0.2,0.0,20.4,9.792
PR,2017-03-30,22.1,33.8,26.9,70.0,99.0,91.2,0.2,7.27,10.1,4.848
PR,2017-03-31,22.3,34.0,27.3,67.0,99.0,89.0,0.1,0.0,17.0,8.16
PR,2017-04-01,24.4,35.1,28.4,65.0,98.0,85.4,0.2,0.0,18.6,8.928
PR,2017-04-02,22.9,34.9,27.6,61.0,98.0,86.3,0.1,0.0,18.0,8.64
PR,2017-04-03,24.3,35.1,27.8,66.0,99.0,86.6,0.1,7.97,15.1,7.247999999999999
PR,2017-04-04,23.7,34.4,28.2,70.0,99.0,87.8,0.2,0.0,16.5,7.92
PR,2017-04-05,24.3,34.3,28.5,71.0,99.0,87.1,0.3,0.0,16.9,8.111999999999998
PR,2017-04-06,24.2,34.3,28.1,64.0,98.0,85.6,0.1,0.0,16.3,7.824
PR,2017-04-07,22.6,35.1,27.7,65.0,97.0,84.4,0.3,0.0,18.4,8.831999999999999
PR,2017-04-08,24.1,36.1,28.2,61.0,98.0,87.4,0.2,0.0,16.2,7.776
PR,2017-04-09,21.6,25.7,23.7,92.0,99.0,97.2,0.0,33.5,5.0,2.4
PR,2017-04-10,20.9,34.6,26.9,68.0,100.0,90.0,0.0,8.37,19.7,9.456
PR,2017-04-11,23.6,33.3,27.7,67.0,98.0,86.1,0.20691121139835403,0.0,15.3,7.344
PR,2017-04-12,22.9,34.7,27.5,69.0,99.0,87.9,0.3,37.5,22.1,10.608
PR,2017-04-13,22.2,31.9,25.6,77.0,99.0,94.8,0.2,24.13,10.2,4.896
PR,2017-04-14,21.7,34.9,27.2,56.0,99.0,85.0,0.1,15.0,22.3,10.704
PR,2017-04-15,22.9,35.7,26.8,60.0,99.0,89.8,0.2,0.0,16.4,7.871999999999999
PR,2017-04-16,22.2,32.1,26.2,75.0,99.0,91.0,0.20691121139835403,30.07,13.1,6.287999999999999
PR,2017-04-17,23.9,34.2,28.3,71.0,99.0,88.0,0.1,0.0,18.9,9.072
PR,2017-04-18,25.2,34.7,28.7,70.0,99.0,88.7,0.1,0.0,17.7,8.495999999999999
PR,2017-04-19,24.1,34.6,27.9,73.0,99.0,91.2,0.1,12.33,13.6,6.528
PR,2017-04-20,22.4,27.9,25.0,87.0,99.0,95.8,0.0,11.8,8.0,3.84
PR,2017-04-21,22.6,33.9,26.7,72.0,99.0,92.0,0.2,0.0,17.7,8.495999999999999
PR,2017-04-22,23.4,33.2,27.5,77.0,99.0,91.6,0.1,0.0,17.8,8.544
PR,2017-04-23,24.4,34.4,28.4,69.0,99.0,88.0,0.1,0.0,20.0,9.6
PR,2017-04-24,24.4,34.2,27.2,71.0,99.0,92.5,0.1,6.03,14.7,7.055999999999999
PR,2017-04-25,24.3,33.1,27.6,70.0,99.0,89.4,0.0,0.0,14.4,6.912
PR,2017-04-26,22.8,34.3,27.6,65.0,99.0,87.1,0.0,0.47,17.7,8.495999999999999
PR,2017-04-27,23.3,34.6,28.0,66.0,99.0,86.5,0.1,0.67,21.7,10.415999999999999
PR,2017-04-28,23.6,32.3,26.7,71.0,98.0,90.0,0.1,0.67,13.1,6.287999999999999
PR,2017-04-29,21.8,35.0,27.7,63.0,99.0,85.0,0.20691121139835403,0.0,19.8,9.504
PR,2017-04-30,23.8,33.1,26.8,75.0,99.0,92.7,0.1,1.77,11.7,5.616
PR,2017-05-01,22.0,32.3,25.3,81.0,99.0,94.9,0.1,28.02,8.9,4.272
PR,2017-05-02,21.8,33.7,26.0,71.0,100.0,92.0,0.0,31.47,17.4,8.351999999999999
PR,2017-05-03,22.7,31.7,26.7,73.0,99.0,88.9,0.0,0.0,17.1,8.208
PR,2017-05-04,23.1,33.6,27.4,69.0,99.0,87.0,0.3,0.0,20.1,9.648
PR,2017-05-05,22.7,33.6,27.8,68.0,97.0,86.3,0.0,0.0,18.2,8.735999999999999
PR,2017-05-06,24.6,35.6,28.5,62.0,99.0,86.9,0.2,0.0,20.0,9.6
PR,2017-05-07,24.2,31.7,27.4,79.0,99.0,90.3,0.1,0.0,14.0,6.72
PR,2017-05-08,22.6,34.5,28.0,68.0,99.0,87.5,0.2,0.0,15.9,7.632
PR,2017-05-09,21.5,32.3,26.0,69.0,99.0,88.8,0.20691121139835403,0.43,17.6,8.448
PR,2017-05-10,22.1,35.1,27.5,61.0,99.0,85.0,0.0,0.0,20.1,9.648
PR,2017-05-11,22.3,32.6,26.3,74.0,99.0,92.3,0.2,3.47,11.5,5.52
PR,2017-05-12,23.3,35.3,27.4,65.0,99.0,89.4,0.1,2.0,20.3,9.744
PR,2017-05-13,24.3,33.8,27.5,71.0,99.0,91.0,0.2,0.0,16.7,8.016
PR,2017-05-14,23.1,33.7,27.5,72.0,99.0,90.4,0.1,1.07,16.7,8.016
PR,2017-05-15,23.4,31.7,26.8,80.0,99.0,91.8,0.1,0.47,12.1,5.808
PR,2017-05-16,22.3,26.1,24.4,96.0,99.0,97.6,0.20691121139835403,3.78,3.1,1.488
PR,2017-05-17,21.7,33.2,26.4,61.0,100.0,87.8,0.20691121139835403,4.73,18.4,8.831999999999999
PR,2017-05-18,21.7,34.7,27.5,62.0,99.0,85.8,0.1,0.0,20.0,9.6
PR,2017-05-19,23.0,33.7,27.7,71.0,99.0,88.5,0.1,0.0,17.3,8.304
PR,2017-05-20,22.6,28.9,25.1,84.0,99.0,95.2,0.2,16.67,7.2,3.456
PR,2017-05-21,21.0,34.6,27.4,68.0,99.0,87.5,0.0,0.0,20.6,9.888
PR,2017-05-22,24.9,33.9,27.9,70.0,98.0,89.5,0.1,1.93,18.1,8.688
PR,2017-05-23,24.2,35.1,28.4,66.0,99.0,88.2,0.1,0.0,20.7,9.936
PR,2017-05-24,24.4,33.2,26.6,76.0,99.0,93.4,0.1,33.77,11.4,5.4719999999999995
PR,2017-05-25,22.9,27.3,24.9,92.0,99.0,97.0,0.2,30.03,6.0,2.88
PR,2017-05-26,23.1,34.7,27.2,63.0,99.0,88.2,0.1,3.37,19.7,9.456
PR,2017-05-27,22.9,33.2,27.2,70.0,99.0,89.4,0.20691121139835403,4.67,15.6,7.4879999999999995
PR,2017-05-28,23.6,34.3,27.8,69.0,99.0,89.0,0.1,0.0,18.2,8.735999999999999
PR,2017-05-29,23.9,33.0,27.7,78.0,99.0,89.8,0.2,0.0,15.5,7.4399999999999995
PR,2017-05-30,22.5,33.4,27.3,72.0,98.0,89.2,0.2,4.37,21.1,10.128
PR,2017-05-31,23.3,33.6,26.7,70.0,99.0,91.8,0.2,25.83,18.8,9.024
PR,2017-06-01,22.7,32.7,26.7,71.0,99.0,88.8,0.1,8.33,19.1,9.168000000000001
PR,2017-06-02,23.8,32.4,26.0,77.0,99.0,94.3,0.0,14.4,9.1,4.367999999999999
PR,2017-06-03,23.7,33.3,26.7,70.0,99.0,91.7,0.1,2.0,15.3,7.344
PR,2017-06-04,22.4,31.0,26.0,74.0,99.0,91.2,0.1,5.03,16.9,8.111999999999998
PR,2017-06-05,23.6,33.8,27.2,65.0,99.0,88.8,0.1,0.0,18.7,8.975999999999999
PR,2017-06-06,23.8,30.3,26.2,83.0,99.0,93.1,0.2,0.67,15.7,7.536
PR,2017-06-07,23.1,34.2,27.3,66.0,99.0,88.7,0.20691121139835403,0.0,19.3,9.264
PR,2017-06-08,23.9,34.2,27.9,65.0,99.0,88.9,0.1,1.47,17.5,8.4
PR,2017-06-09,24.7,35.4,28.0,64.0,99.0,89.6,0.1,1.4,18.1,8.688
PR,2017-06-10,23.5,30.4,26.3,86.0,99.0,93.8,0.1,8.67,10.2,4.896
PR,2017-06-11,22.9,32.2,27.0,74.0,99.0,91.1,0.3,3.17,19.1,9.168000000000001
PR,2017-06-12,22.7,31.8,25.7,78.0,100.0,94.9,0.2,49.27,12.4,5.952
PR,2017-06-13,21.6,29.4,24.0,96.0,100.0,99.2,0.1,16.83,8.9,4.272
PR,2017-06-14,23.7,32.7,27.7,74.0,100.0,89.6,0.20691121139835403,5.9,15.3,7.344
PR,2017-06-15,23.8,33.1,26.6,73.0,99.0,92.0,0.1,23.33,14.6,7.008
PR,2017-06-16,21.4,31.4,25.5,81.0,99.0,94.0,0.5,31.89,15.0,7.199999999999999
PR,2017-06-17,22.1,26.6,24.5,90.0,100.0,97.0,0.1,0.47,8.3,3.984
PR,2017-06-18,21.7,30.6,25.4,77.0,100.0,92.6,0.20691121139835403,0.0,12.4,5.952
PR,2017-06-19,22.7,32.2,25.8,75.0,100.0,93.8,0.1,13.6,14.8,7.104
PR,2017-06-20,22.1,29.8,24.3,82.0,99.0,96.3,0.1,21.73,9.1,4.367999999999999
PR,2017-06-21,21.5,32.9,26.8,68.0,100.0,87.8,0.1,12.13,22.3,10.704
PR,2017-06-22,22.6,31.1,26.4,81.0,99.0,92.5,0.1,4.93,15.4,7.3919999999999995
PR,2017-06-23,23.8,28.9,25.1,90.0,100.0,97.6,0.1,1.33,6.5,3.12
PR,2017-06-24,22.2,30.8,25.2,83.0,100.0,96.0,0.1,29.9,14.3,6.864
PR,2017-06-25,22.3,31.7,25.1,76.0,100.0,96.0,0.1,20.8,12.5,6.0
PR,2017-06-26,22.1,31.2,25.8,77.0,100.0,93.2,0.0,8.63,16.3,7.824
PR,2017-06-27,22.7,30.4,24.7,82.0,100.0,98.0,0.0,9.5,8.8,4.224
PR,2017-06-28,22.9,30.0,25.5,87.0,100.0,97.1,0.0,0.0,12.8,6.144
PR,2017-06-29,23.4,30.5,25.3,81.0,100.0,95.7,0.0,20.07,10.9,5.232
PR,2017-06-30,23.2,29.5,25.4,84.0,100.0,94.0,0.3,2.6,11.2,5.3759999999999994
PR,2017-07-01,22.2,25.8,23.9,96.0,100.0,99.6,0.1,66.93,5.8,2.784
PR,2017-07-02,21.8,30.7,25.3,82.0,100.0,96.6,0.1,4.6,13.5,6.4799999999999995
PR,2017-07-03,22.8,28.3,24.9,91.0,100.0,98.0,0.1,0.0,9.0,4.32
PR,2017-07-04,23.8,29.4,25.2,89.0,100.0,97.4,0.2,1.7,14.0,6.72
PR,2017-07-05,23.3,26.9,24.3,93.0,100.0,99.0,0.1,8.77,9.5,4.56
PR,2017-07-06,21.7,26.8,23.3,94.0,100.0,99.4,0.1,18.83,9.0,4.32
PR,2017-07-07,21.8,28.0,24.1,94.0,100.0,99.2,0.20691121139835403,17.3,8.7,4.175999999999999
PR,2017-07-08,22.4,29.1,24.6,94.0,100.0,98.6,0.2,0.0,10.6,5.088
PR,2017-07-09,22.1,28.6,25.0,86.0,100.0,95.8,0.2,2.17,16.7,8.016
PR,2017-07-10,20.6,29.1,24.2,81.0,100.0,94.1,0.3,0.0,20.2,9.696
PR,2017-07-11,19.1,28.9,23.5,78.0,100.0,93.3,0.2,0.0,21.0,10.08
PR,2017-07-12,19.4,27.9,23.7,88.0,100.0,95.3,0.1,0.43,14.7,7.055999999999999
PR,2017-07-13,21.2,28.5,24.3,90.0,100.0,97.8,0.2,0.0,12.0,5.76
PR,2017-07-14,23.2,28.4,24.9,89.0,100.0,97.5,0.2,0.0,11.9,5.712
PR,2017-07-15,22.9,28.1,24.3,93.0,100.0,99.1,0.2,0.43,9.2,4.4159999999999995
PR,2017-07-16,23.1,26.2,24.4,97.0,100.0,99.3,0.2,5.8,8.8,4.224
PR,2017-07-17,23.1,27.1,24.3,94.0,100.0,98.7,0.1,26.73,8.4,4.032
PR,2017-07-18,22.3,28.1,24.8,93.0,100.0,98.2,0.1,4.0,9.6,4.608
PR,2017-07-19,23.4,28.8,25.5,91.0,100.0,97.6,0.1,1.3,12.3,5.904
PR,2017-07-20,23.2,29.1,25.7,89.0,99.0,95.8,0.1,9.73,12.0,5.76
PR,2017-07-21,23.7,28.3,25.1,93.0,100.0,96.6,0.2,0.43,10.3,4.944
PR,2017-07-22,22.8,25.8,24.2,99.0,99.0,99.0,0.1,28.43,5.8,2.784
PR,2017-07-23,22.8,25.6,23.9,97.0,99.0,98.1,0.20691121139835403,51.9,5.6,2.6879999999999997
PR,2017-07-24,23.0,26.4,24.2,94.0,99.0,97.3,0.1,49.0,8.5,4.08
PR,2017-07-25,23.2,27.5,24.8,91.0,99.0,96.9,0.2,10.13,10.2,4.896
PR,2017-07-26,23.3,25.7,23.9,96.0,99.0,98.5,0.20691121139835403,44.93,4.2,2.016
PR,2017-07-27,23.4,28.8,25.0,89.0,98.0,96.0,0.1,0.0,12.3,5.904
PR,2017-07-28,23.3,29.4,25.0,90.0,98.0,96.8,0.2,8.13,10.0,4.8
PR,2017-07-29,23.4,28.4,24.9,92.0,98.0,97.0,0.2,16.97,11.1,5.327999999999999
PR,2017-07-30,23.4,26.6,24.3,95.0,98.0,97.6,0.1,21.6,6.4,3.072
PR,2017-07-31,23.3,28.3,24.9,90.0,98.0,96.2,0.4,16.73,11.1,5.327999999999999
PR,2017-08-01,23.5,26.2,24.2,95.0,98.0,97.3,0.1,32.67,5.8,2.784
PR,2017-08-02,23.4,28.6,25.2,89.0,97.0,95.1,0.4,20.17,15.7,7.536
PR,2017-08-03,23.5,27.6,24.5,92.0,98.0,96.4,0.1,36.63,7.9,3.792
PR,2017-08-04,23.2,26.2,23.9,93.0,98.0,96.8,0.1,32.63,4.0,1.92
PR,2017-08-05,23.1,27.7,24.6,92.0,97.0,96.0,0.2,6.53,7.8,3.7439999999999998
PR,2017-08-06,23.6,28.6,25.1,88.0,97.0,94.8,0.3,0.47,11.6,5.568
PR,2017-08-07,23.0,28.1,24.5,88.0,97.0,95.0,0.2,8.47,8.6,4.128
PR,2017-08-08,22.9,28.6,25.0,84.0,97.0,92.9,0.2,0.0,12.3,5.904
PR,2017-08-09,22.5,26.2,24.3,94.0,97.0,95.7,0.0,15.03,5.9,2.832
PR,2017-08-10,22.6,29.1,25.1,87.0,97.0,94.0,0.1,5.87,10.2,4.896
PR,2017-08-11,23.4,30.4,25.3,86.0,96.0,94.3,0.2,15.14,10.8,5.184
PR,2017-08-12,23.9,28.3,25.3,90.0,96.0,94.2,0.2,0.0,10.1,4.848
PR,2017-08-13,23.8,28.9,25.5,87.0,96.0,93.4,0.2,2.13,10.1,4.848
PR,2017-08-14,23.9,28.8,25.8,85.0,96.0,92.8,0.5,0.0,13.6,6.528
PR,2017-08-15,23.9,29.5,25.6,84.0,96.0,92.5,0.3,0.67,10.4,4.992
PR,2017-08-16,22.3,27.8,25.0,88.0,96.0,93.9,0.1,37.8,8.0,3.84
PR,2017-08-17,22.1,27.2,24.3,87.0,96.0,93.8,0.2,1.0,8.3,3.984
PR,2017-08-18,21.8,30.4,25.4,75.0,96.0,90.0,0.2,0.0,15.5,7.4399999999999995
PR,2017-08-19,20.8,32.3,25.4,67.0,97.0,87.6,0.1,0.0,22.0,10.559999999999999
PR,2017-08-20,22.4,29.2,24.9,80.0,96.0,91.7,0.2,0.0,11.8,5.664
PR,2017-08-21,22.8,27.3,24.5,89.0,96.0,93.5,0.2,0.47,7.8,3.7439999999999998
PR,2017-08-22,22.3,25.2,23.7,94.0,96.0,95.4,0.1,8.9,5.1,2.448
PR,2017-08-23,22.9,29.6,24.8,82.0,96.0,93.6,0.0,44.43,10.0,4.8
PR,2017-08-24,21.2,29.7,24.8,86.0,96.0,92.6,0.2,8.8,14.1,6.768
PR,2017-08-25,21.3,25.9,23.5,90.0,96.0,94.5,0.20691121139835403,19.43,6.2,2.976
PR,2017-08-26,22.5,28.1,24.4,86.0,96.0,93.5,0.20691121139835403,10.33,9.3,4.464
PR,2017-08-27,23.6,27.6,24.2,93.0,95.0,94.7,0.2,32.33,6.9,3.312
PR,2017-08-28,23.2,30.0,25.8,79.0,95.0,90.5,0.1,0.0,19.1,9.168000000000001
PR,2017-08-29,22.3,30.4,25.2,76.0,95.0,90.5,0.3,1.7,13.0,6.24
PR,2017-08-30,23.7,28.1,24.6,88.0,95.0,93.6,0.4,2.47,8.8,4.224
